Family,Source,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF03479,Clustal,RF03479_clustal.fasta,0.946185,0.007229,0.046586,0.966116,0.952592,1.000000,0.979675,0.902926,83
RF03480,Clustal,RF03480_clustal.fasta,0.976087,0.021739,0.002174,0.926670,0.000000,1.000000,0.960440,0.954348,92
RF03483,Clustal,RF03483_clustal.fasta,0.659694,0.149638,0.190668,0.393062,0.859884,0.915281,0.735390,0.536122,113
RF03485,Clustal,RF03485_clustal.fasta,0.792593,0.192593,0.014815,0.493642,1.000000,0.949851,0.762264,0.688889,54
RF03493,Clustal,RF03493_clustal.fasta,0.990741,0.004630,0.004630,0.984976,0.000000,1.000000,0.985849,0.981481,54
RF03495,Clustal,RF03495_clustal.fasta,0.873418,0.120253,0.006329,0.662095,0.000000,0.927801,0.839744,0.786920,79
RF03506,Clustal,RF03506_clustal.fasta,0.969595,0.027027,0.003378,0.912294,0.000000,1.000000,0.955479,0.939189,74
RF03508,Clustal,RF03508_clustal.fasta,0.737374,0.194164,0.068462,0.364774,0.584614,0.922967,0.701136,0.641751,81
RF03510,Clustal,RF03510_clustal.fasta,0.972561,0.021341,0.006098,0.930745,0.000000,1.000000,0.950617,0.945122,82
RF03517,Clustal,RF03517_clustal.fasta,0.654229,0.189055,0.156716,0.378854,0.880203,0.826071,0.731830,0.495025,134
RF03525,Clustal,RF03525_clustal.fasta,0.940476,0.020833,0.038690,0.912690,0.672164,0.988559,0.921687,0.903061,84
RF03528,Clustal,RF03528_clustal.fasta,0.931507,0.011416,0.057078,0.960707,0.886038,0.971689,0.967593,0.897717,73
RF03530,Clustal,RF03530_clustal.fasta,0.702181,0.151007,0.146812,0.531396,0.889210,0.859966,0.703547,0.568792,149
RF03531,Clustal,RF03531_clustal.fasta,0.726485,0.241337,0.032178,0.185404,0.724806,0.883846,0.654583,0.627780,101
RF03532,Clustal,RF03532_clustal.fasta,0.674521,0.092478,0.233001,0.538205,0.773056,0.946472,0.827783,0.593340,306
RF03533,Clustal,RF03533_clustal.fasta,0.896921,0.052209,0.050870,0.805543,1.000000,0.978966,0.891129,0.829719,249
RF03534,Clustal,RF03534_clustal.fasta,0.798871,0.146789,0.054340,0.510020,0.761622,0.934304,0.762821,0.716655,109
RF03535,Clustal,RF03535_clustal.fasta,0.889344,0.094262,0.016393,0.749156,0.000000,0.942228,0.833333,0.819672,61
RF03536,Clustal,RF03536_clustal.fasta,0.686712,0.217068,0.096220,0.236364,0.644159,0.847270,0.651042,0.585877,97
RF03537,Clustal,RF03537_clustal.fasta,0.598113,0.205660,0.196226,0.311342,0.909770,0.766718,0.648077,0.457023,53
RF03538,Clustal,RF03538_clustal.fasta,0.893519,0.065972,0.040509,0.770226,0.914286,0.982542,0.866822,0.822421,108
RF03541,Clustal,RF03541_clustal.fasta,0.605505,0.201835,0.192661,0.303068,0.911928,0.820922,0.692130,0.438073,109
RF03542,Clustal,RF03542_clustal.fasta,0.682576,0.198485,0.118939,0.248296,0.737787,0.902941,0.694954,0.552342,110
RF03543,Clustal,RF03543_clustal.fasta,0.783401,0.129555,0.087045,0.527654,0.577352,0.942323,0.708978,0.705016,52
RF03544,Clustal,RF03544_clustal.fasta,0.682112,0.217672,0.100216,0.145483,0.663917,0.945440,0.685824,0.583898,64
RF03545,Clustal,RF03545_clustal.fasta,0.493644,0.283369,0.222987,-0.037215,0.768845,0.674826,0.595085,0.325494,118
RF03546,Clustal,RF03546_clustal.fasta,0.715625,0.211719,0.072656,0.292013,0.862764,0.871237,0.672170,0.577232,160
RF03547,Clustal,RF03547_clustal.fasta,0.409075,0.241702,0.349223,-0.177675,0.733041,0.673797,0.628917,0.265537,118
RF03552,Clustal,RF03552_clustal.fasta,0.871795,0.125000,0.003205,0.652002,0.000000,0.933720,0.811688,0.779915,78
RF03565,Clustal,RF03565_clustal.fasta,0.977124,0.011438,0.011438,0.959133,0.000000,0.995416,0.957096,0.962745,102
RF03600,Clustal,RF03600_clustal.fasta,0.812766,0.127660,0.059574,0.584862,0.925926,0.962352,0.769892,0.695745,94
RF03601,Clustal,RF03601_clustal.fasta,0.827815,0.099338,0.072848,0.729315,0.976519,0.892815,0.821667,0.720751,151
RF03602,Clustal,RF03602_clustal.fasta,0.854167,0.145833,0.000000,0.652206,0.000000,0.879389,0.796610,0.783333,60
RF03608,Clustal,RF03608_clustal.fasta,0.963235,0.018382,0.018382,0.940347,0.788675,0.992925,0.951493,0.928922,68
RF03620,Clustal,RF03620_clustal.fasta,0.971545,0.026423,0.002033,0.912095,0.000000,1.000000,0.948560,0.949593,82
RF03623,Clustal,RF03623_clustal.fasta,0.988462,0.011538,0.000000,0.962556,0.000000,1.000000,0.976562,0.976923,65
RF03632,Clustal,RF03632_clustal.fasta,0.957061,0.035305,0.007634,0.888279,1.000000,0.985713,0.925962,0.929117,131
RF03639,Clustal,RF03639_clustal.fasta,0.967857,0.032143,0.000000,0.904586,0.000000,0.993119,0.942029,0.940476,70
RF03653,Clustal,RF03653_clustal.fasta,0.703252,0.217480,0.079268,0.344589,0.908680,0.769410,0.689300,0.571545,82
RF03661,Clustal,RF03661_clustal.fasta,0.980769,0.003205,0.016026,0.989599,0.000000,0.993968,0.967532,0.967949,78
RF03662,Clustal,RF03662_clustal.fasta,0.864742,0.057751,0.077508,0.789140,1.000000,0.981452,0.904762,0.776089,94
RF03668,Clustal,RF03668_clustal.fasta,0.757955,0.161364,0.080682,0.409625,0.895885,0.927560,0.712313,0.654091,80
RF03669,Clustal,RF03669_clustal.fasta,0.805556,0.154321,0.040123,0.558399,0.788675,0.894111,0.731250,0.670782,81
RF03684,Clustal,RF03684_clustal.fasta,0.720000,0.213333,0.066667,0.384368,0.906078,0.852025,0.722973,0.566667,75
RF03687,Clustal,RF03687_clustal.fasta,0.807471,0.160920,0.031609,0.553827,0.859117,0.874422,0.718023,0.687739,87
RF03691,Clustal,RF03691_clustal.fasta,0.757752,0.189922,0.052326,0.437796,0.947494,0.867345,0.723529,0.648062,86
RF03692,Clustal,RF03692_clustal.fasta,0.655556,0.134722,0.209722,0.519137,0.896542,0.854040,0.760839,0.465278,144
RF03693,Clustal,RF03693_clustal.fasta,0.687742,0.073548,0.238710,0.769781,0.987291,0.922036,0.829870,0.543871,155
RF03695,Clustal,RF03695_clustal.fasta,0.928013,0.070423,0.001565,0.781371,0.000000,1.000000,0.893651,0.886541,71
RF03697,Clustal,RF03697_clustal.fasta,0.973881,0.026119,0.000000,0.915240,0.000000,1.000000,0.962121,0.947761,67
RF03706,Clustal,RF03706_clustal.fasta,0.890351,0.105263,0.004386,0.748595,0.000000,0.906443,0.866071,0.839181,57
RF03714,Clustal,RF03714_clustal.fasta,0.858911,0.118812,0.022277,0.642738,1.000000,0.955846,0.800000,0.750825,101
RF03718,Clustal,RF03718_clustal.fasta,0.955128,0.025641,0.019231,0.926345,1.000000,0.988665,0.974026,0.916667,78
RF03731,Clustal,RF03731_clustal.fasta,0.780952,0.144444,0.074603,0.529129,0.303872,0.921628,0.670968,0.689947,63
RF03741,Clustal,RF03741_clustal.fasta,0.940051,0.024235,0.035714,0.921092,0.971553,0.991396,0.945876,0.897595,98
RF03743,Clustal,RF03743_clustal.fasta,0.895604,0.065934,0.038462,0.868132,1.000000,0.923331,0.861111,0.846154,91
RF03760,Clustal,RF03760_clustal.fasta,0.948529,0.051471,0.000000,0.832972,0.000000,1.000000,0.906716,0.897059,68
RF03767,Clustal,RF03767_clustal.fasta,0.821429,0.101190,0.077381,0.739787,1.000000,0.897142,0.828313,0.706349,84
RF03768,Clustal,RF03768_clustal.fasta,0.941176,0.058824,0.000000,0.826613,0.000000,1.000000,0.890476,0.898824,85
RF03777,Clustal,RF03777_clustal.fasta,0.672109,0.151020,0.176871,0.478913,0.913353,0.927069,0.710959,0.494558,147
RF03778,Clustal,RF03778_clustal.fasta,0.840461,0.110197,0.049342,0.674389,0.869031,0.922672,0.800000,0.761278,76
RF03779,Clustal,RF03779_clustal.fasta,0.900000,0.045238,0.054762,0.858096,1.000000,0.977271,0.918072,0.821429,84
RF03781,Clustal,RF03781_clustal.fasta,0.883929,0.071429,0.044643,0.761836,1.000000,0.978377,0.921687,0.777778,84
RF03784,Clustal,RF03784_clustal.fasta,0.907216,0.076289,0.016495,0.763159,0.922474,0.995142,0.881250,0.836082,97
RF03792,Clustal,RF03792_clustal.fasta,0.903361,0.072829,0.023810,0.785493,1.000000,0.984207,0.851695,0.838655,119
RF03794,Clustal,RF03794_clustal.fasta,0.843407,0.071429,0.085165,0.788515,0.916206,0.940756,0.841667,0.719780,91
RF03803,Clustal,RF03803_clustal.fasta,0.761029,0.062500,0.176471,0.840181,0.894338,0.912784,0.876866,0.659314,68
RF03814,Clustal,RF03814_clustal.fasta,0.772152,0.202532,0.025316,0.375935,0.000000,0.928402,0.635897,0.629114,79
RF03833,Clustal,RF03833_clustal.fasta,0.858667,0.141333,0.000000,0.591894,0.000000,0.986887,0.740541,0.766667,75
RF03834,Clustal,RF03834_clustal.fasta,0.942500,0.027500,0.030000,0.903296,1.000000,1.000000,0.941772,0.891250,80
RF03838,Clustal,RF03838_clustal.fasta,0.979167,0.020833,0.000000,0.932393,0.000000,1.000000,0.957447,0.958333,48
RF03840,Clustal,RF03840_clustal.fasta,0.970149,0.023881,0.005970,0.920858,0.000000,1.000000,0.948485,0.943284,67
RF03842,Clustal,RF03842_clustal.fasta,0.991071,0.008929,0.000000,0.974731,0.000000,0.997247,0.982036,0.984127,168
RF03843,Clustal,RF03843_clustal.fasta,0.941176,0.058824,0.000000,0.798795,0.000000,1.000000,0.938095,0.887059,85
RF03849,Clustal,RF03849_clustal.fasta,0.833333,0.126437,0.040230,0.648129,1.000000,0.891611,0.819767,0.726054,87
RF03851,Clustal,RF03851_clustal.fasta,0.827778,0.152778,0.019444,0.573456,1.000000,0.894763,0.797753,0.709259,90
RF03853,Clustal,RF03853_clustal.fasta,0.729167,0.241071,0.029762,0.494835,1.000000,0.714217,0.740964,0.626984,84
RF03860,Clustal,RF03860_clustal.fasta,0.711025,0.146425,0.142550,0.431842,0.930099,0.916236,0.753906,0.570553,129
RF03875,Clustal,RF03875_clustal.fasta,0.843621,0.074074,0.082305,0.765773,1.000000,0.947871,0.833333,0.769547,81
RF03881,Clustal,RF03881_clustal.fasta,0.882576,0.117424,0.000000,0.679107,0.000000,0.946483,0.892308,0.808081,66
RF03883,Clustal,RF03883_clustal.fasta,0.902174,0.067029,0.030797,0.785841,1.000000,0.987041,0.898897,0.853520,69
RF03896,Clustal,RF03896_clustal.fasta,0.596949,0.196440,0.206612,0.261324,0.856825,0.909457,0.715385,0.476584,121
RF03921,Clustal,RF03921_clustal.fasta,0.915217,0.084783,0.000000,0.822314,0.000000,0.920633,0.859649,0.882609,115
RF03939,Clustal,RF03939_clustal.fasta,0.755020,0.188755,0.056225,0.448330,0.709273,0.895536,0.697154,0.627309,83
RF03944,Clustal,RF03944_clustal.fasta,0.972527,0.005495,0.021978,0.982187,0.959162,0.994843,0.983333,0.948718,91
RF03947,Clustal,RF03947_clustal.fasta,0.930693,0.056931,0.012376,0.833745,0.000000,0.981455,0.890000,0.876238,101
RF03956,Clustal,RF03956_clustal.fasta,0.888889,0.076190,0.034921,0.741643,1.000000,0.984927,0.890323,0.800000,63
RF03962,Clustal,RF03962_clustal.fasta,0.951087,0.038043,0.010870,0.888915,0.000000,0.980501,0.917582,0.913043,92
RF03969,Clustal,RF03969_clustal.fasta,0.972222,0.027778,0.000000,0.918505,0.000000,0.993303,0.950704,0.949074,72
RF03981,Clustal,RF03981_clustal.fasta,0.875188,0.079699,0.045113,0.710698,0.458367,0.968554,0.817629,0.800000,95
RF03983,Clustal,RF03983_clustal.fasta,0.933036,0.040179,0.026786,0.845912,0.864952,0.982885,0.900901,0.887117,112
RF03995,Clustal,RF03995_clustal.fasta,0.919492,0.063559,0.016949,0.815110,1.000000,0.958049,0.866379,0.858757,59
RF03997,Clustal,RF03997_clustal.fasta,0.985075,0.012793,0.002132,0.963582,0.000000,1.000000,0.971861,0.975835,67
RF04000,Clustal,RF04000_clustal.fasta,0.987069,0.012931,0.000000,0.958037,0.000000,1.000000,0.973684,0.974138,58
RF04001,Clustal,RF04001_clustal.fasta,0.925287,0.068966,0.005747,0.777285,0.000000,0.984067,0.871345,0.872414,58
RF04009,Clustal,RF04009_clustal.fasta,0.959402,0.025641,0.014957,0.908863,1.000000,1.000000,0.935065,0.923932,78
RF04027,Clustal,RF04027_clustal.fasta,0.794974,0.191799,0.013228,0.286020,0.662633,0.943142,0.708166,0.687286,84
RF04029,Clustal,RF04029_clustal.fasta,0.970588,0.022549,0.006863,0.909492,1.000000,1.000000,0.953234,0.949020,68
RF04044,Clustal,RF04044_clustal.fasta,0.895082,0.100000,0.004918,0.701785,0.000000,0.967987,0.820000,0.843716,61
RF04045,Clustal,RF04045_clustal.fasta,0.839080,0.144828,0.016092,0.548792,0.000000,0.965271,0.739535,0.731034,87
RF04048,Clustal,RF04048_clustal.fasta,0.917857,0.082143,0.000000,0.748321,0.000000,1.000000,0.861818,0.857143,56
RF04052,Clustal,RF04052_clustal.fasta,0.969318,0.021591,0.009091,0.930580,1.000000,1.000000,0.953970,0.948636,80
RF04053,Clustal,RF04053_clustal.fasta,0.765048,0.153899,0.081053,0.516577,0.791949,0.925010,0.747751,0.682191,86
RF04054,Clustal,RF04054_clustal.fasta,0.643369,0.188172,0.168459,0.328572,0.838169,0.861826,0.701087,0.482437,93
RF04056,Clustal,RF04056_clustal.fasta,0.862903,0.102151,0.034946,0.711311,0.782137,0.939266,0.790761,0.765233,93
RF04057,Clustal,RF04057_clustal.fasta,0.865789,0.081579,0.052632,0.754927,1.000000,0.948436,0.829787,0.775439,95
RF04061,Clustal,RF04061_clustal.fasta,0.752381,0.223810,0.023810,0.272752,0.662832,0.932040,0.640449,0.615344,90
RF04063,Clustal,RF04063_clustal.fasta,0.564356,0.086634,0.349010,0.564278,0.902998,0.917013,0.845000,0.397454,101
RF04064,Clustal,RF04064_clustal.fasta,0.974074,0.023457,0.002469,0.911832,0.000000,1.000000,0.952500,0.953909,81
RF04066,Clustal,RF04066_clustal.fasta,0.894366,0.052817,0.052817,0.835864,1.000000,0.979499,0.875000,0.802817,71
RF04067,Clustal,RF04067_clustal.fasta,0.842857,0.100000,0.057143,0.729821,1.000000,0.912433,0.927536,0.750000,70
RF04069,Clustal,RF04069_clustal.fasta,0.768657,0.126187,0.105156,0.585999,0.858067,0.966879,0.753930,0.675984,134
RF04072,Clustal,RF04072_clustal.fasta,0.737327,0.209677,0.052995,0.256466,0.551755,0.893070,0.686183,0.619993,62
RF04073,Clustal,RF04073_clustal.fasta,0.848352,0.026374,0.125275,0.910599,1.000000,0.979807,0.940000,0.740659,91
RF04074,Clustal,RF04074_clustal.fasta,0.915000,0.085000,0.000000,0.743963,0.000000,0.985563,0.865320,0.860667,100
RF04075,Clustal,RF04075_clustal.fasta,0.872881,0.118644,0.008475,0.707710,0.000000,0.885058,0.801724,0.805085,59
RF04076,Clustal,RF04076_clustal.fasta,0.881944,0.076389,0.041667,0.779549,0.852982,0.957860,0.835681,0.814815,72
RF04077,Clustal,RF04077_clustal.fasta,0.834286,0.120000,0.045714,0.678651,1.000000,0.993119,0.823188,0.725714,70
RF04078,Clustal,RF04078_clustal.fasta,0.887671,0.073973,0.038356,0.752545,0.889249,0.968666,0.847222,0.815068,73
RF04079,Clustal,RF04079_clustal.fasta,0.800699,0.096154,0.103147,0.749926,0.978495,0.901276,0.825704,0.681818,143
RF04080,Clustal,RF04080_clustal.fasta,0.873418,0.069620,0.056962,0.769888,0.938743,0.950462,0.858974,0.809283,79
RF04082,Clustal,RF04082_clustal.fasta,0.701754,0.198246,0.100000,0.348137,0.980474,0.814085,0.698582,0.531930,95
RF04083,Clustal,RF04083_clustal.fasta,0.636804,0.102906,0.260291,0.628041,0.895443,0.894735,0.814408,0.496368,118
RF04084,Clustal,RF04084_clustal.fasta,0.944767,0.037791,0.017442,0.891843,1.000000,0.989824,0.917647,0.897287,86
RF04085,Clustal,RF04085_clustal.fasta,0.825581,0.041145,0.133274,0.824447,0.978220,0.971957,0.884163,0.755814,86
RF04087,Clustal,RF04087_clustal.fasta,0.859764,0.102228,0.038008,0.648064,0.970458,0.991276,0.804233,0.757099,109
RF04088,Clustal,RF04088_clustal.fasta,0.697921,0.148186,0.153893,0.436299,0.857714,0.928031,0.731777,0.556015,223
RF04089,Clustal,RF04089_clustal.fasta,0.912903,0.058065,0.029032,0.815642,0.903093,1.000000,0.904918,0.845161,62
RF04090,Clustal,RF04090_clustal.fasta,0.903797,0.005063,0.091139,0.981723,1.000000,1.000000,0.979487,0.830380,79
RF04091,Clustal,RF04091_clustal.fasta,0.537383,0.139252,0.323364,0.441981,0.877284,0.851969,0.803774,0.426999,107
RF04095,Clustal,RF04095_clustal.fasta,0.985455,0.014545,0.000000,0.947496,0.000000,1.000000,0.970642,0.970909,110
RF04097,Clustal,RF04097_clustal.fasta,0.903701,0.041682,0.054617,0.803349,0.966256,0.988023,0.902399,0.858802,242
RF04100,Clustal,RF04100_clustal.fasta,0.930769,0.014530,0.054701,0.941850,0.904049,0.994728,0.941227,0.883903,90
RF04117,Clustal,RF04117_clustal.fasta,0.840426,0.117021,0.042553,0.636174,1.000000,0.955323,0.789247,0.739362,94
RF04121,Clustal,RF04121_clustal.fasta,0.735988,0.094395,0.169617,0.723257,0.942857,0.966069,0.860119,0.620649,113
RF04122,Clustal,RF04122_clustal.fasta,0.955224,0.029851,0.014925,0.899936,1.000000,0.986673,0.931818,0.915423,67
RF04124,Clustal,RF04124_clustal.fasta,0.856250,0.060156,0.083594,0.765703,0.994604,0.976036,0.869497,0.760045,160
RF04126,Clustal,RF04126_clustal.fasta,0.871308,0.128692,0.000000,0.636226,0.000000,0.943505,0.794872,0.800000,79
RF04134,Clustal,RF04134_clustal.fasta,0.771617,0.129699,0.098684,0.529134,0.935891,0.912473,0.765152,0.653061,133
RF04136,Clustal,RF04136_clustal.fasta,0.842105,0.113158,0.044737,0.660319,0.939621,0.921476,0.797872,0.728070,95
RF04150,Clustal,RF04150_clustal.fasta,0.689530,0.126897,0.183574,0.557699,0.905996,0.930035,0.773711,0.577262,319
RF04151,Clustal,RF04151_clustal.fasta,0.795872,0.146789,0.057339,0.577786,1.000000,0.898827,0.777778,0.642202,109
RF04152,Clustal,RF04152_clustal.fasta,0.877778,0.033333,0.088889,0.886217,1.000000,0.990288,0.923596,0.777778,90
RF04154,Clustal,RF04154_clustal.fasta,0.952381,0.010989,0.036630,0.957844,1.000000,1.000000,0.975881,0.906593,78
RF04156,Clustal,RF04156_clustal.fasta,0.821599,0.142174,0.036227,0.603745,0.946059,0.952592,0.743132,0.741627,209
RF04158,Clustal,RF04158_clustal.fasta,0.911589,0.028674,0.059737,0.890340,0.962668,1.000000,0.938406,0.840800,93
RF04163,Clustal,RF04163_clustal.fasta,0.823317,0.123798,0.052885,0.563343,0.905409,0.963070,0.755800,0.740585,64
RF04164,Clustal,RF04164_clustal.fasta,0.824074,0.130787,0.045139,0.519341,0.928929,0.948256,0.782710,0.717923,108
RF04165,Clustal,RF04165_clustal.fasta,0.970000,0.020000,0.010000,0.934630,1.000000,1.000000,0.954430,0.943750,80
RF04169,Clustal,RF04169_clustal.fasta,0.821036,0.017268,0.161695,0.921239,0.965713,0.968949,0.944444,0.708006,91
RF04171,Clustal,RF04171_clustal.fasta,0.682407,0.177778,0.139815,0.433288,0.891019,0.877935,0.716418,0.546032,135
RF04175,Clustal,RF04175_clustal.fasta,0.932099,0.026235,0.041667,0.900063,1.000000,0.995653,0.948598,0.872222,108
RF04179,Clustal,RF04179_clustal.fasta,0.834758,0.101614,0.063628,0.672124,0.865818,0.954483,0.792146,0.753561,117
RF04180,Clustal,RF04180_clustal.fasta,0.756794,0.055749,0.187456,0.775187,0.961827,0.972357,0.906863,0.671080,205
RF04181,Clustal,RF04181_clustal.fasta,0.804598,0.098851,0.096552,0.667681,0.877558,0.927778,0.754651,0.716731,87
RF04182,Clustal,RF04182_clustal.fasta,0.739487,0.169744,0.090769,0.485037,0.749184,0.947830,0.713474,0.630171,150
RF04183,Clustal,RF04183_clustal.fasta,0.837822,0.137319,0.024859,0.489658,0.541946,0.964709,0.804659,0.768985,109
RF04184,Clustal,RF04184_clustal.fasta,0.952492,0.044393,0.003115,0.864551,0.000000,0.997845,0.946009,0.920249,214
RF04188,Clustal,RF04188_clustal.fasta,0.667861,0.152652,0.179487,0.328199,0.758568,0.914355,0.668620,0.541469,195
RF04189,Clustal,RF04189_clustal.fasta,0.731494,0.174713,0.093793,0.438176,0.855092,0.950555,0.754167,0.639540,145
RF04190,Clustal,RF04190_clustal.fasta,0.206182,0.137945,0.655873,-0.081200,0.817327,0.779344,0.809919,0.117039,332
RF04191,Clustal,RF04191_clustal.fasta,0.667743,0.122277,0.209980,0.558510,0.890344,0.919542,0.763402,0.589086,329
RF04192,Clustal,RF04192_clustal.fasta,0.780374,0.102403,0.117223,0.564351,0.834624,0.928630,0.775989,0.697196,214
RF04193,Clustal,RF04193_clustal.fasta,0.892063,0.085714,0.022222,0.745600,0.625000,0.984580,0.835484,0.822222,63
RF04194,Clustal,RF04194_clustal.fasta,0.764706,0.170588,0.064706,0.461504,1.000000,0.916119,0.767857,0.636078,85
RF04204,Clustal,RF04204_clustal.fasta,0.702381,0.154762,0.142857,0.464363,0.955656,0.892435,0.766265,0.553571,84
RF04205,Clustal,RF04205_clustal.fasta,0.715241,0.152406,0.132353,0.562799,1.000000,0.866339,0.788978,0.540107,187
RF04211,Clustal,RF04211_clustal.fasta,0.911401,0.055632,0.032967,0.750777,0.855337,0.991235,0.884962,0.851076,112
RF04214,Clustal,RF04214_clustal.fasta,0.799038,0.081731,0.119231,0.737397,0.983937,0.968428,0.857558,0.684341,130
RF04216,Clustal,RF04216_clustal.fasta,0.814277,0.116757,0.068966,0.568797,0.771140,0.961943,0.768360,0.743807,87
RF04217,Clustal,RF04217_clustal.fasta,0.703463,0.113636,0.182900,0.637196,0.909257,0.954989,0.740416,0.599134,84
RF04218,Clustal,RF04218_clustal.fasta,0.833207,0.166793,0.000000,0.420644,0.000000,0.967563,0.764363,0.765322,47
RF04219,Clustal,RF04219_clustal.fasta,0.850377,0.149623,0.000000,0.516020,0.000000,0.954419,0.744213,0.800437,113
RF04220,Clustal,RF04220_clustal.fasta,0.899335,0.100665,0.000000,0.631362,0.000000,0.971173,0.829327,0.854477,81
RF04221,Clustal,RF04221_clustal.fasta,0.928066,0.071934,0.000000,0.726701,0.000000,0.987995,0.875328,0.892725,80
RF04222,Clustal,RF04222_clustal.fasta,0.403513,0.196932,0.399555,0.243993,0.730641,0.647726,0.733183,0.322071,94
RF04224,Clustal,RF04224_clustal.fasta,0.936090,0.058271,0.005639,0.797206,0.000000,1.000000,0.887619,0.887845,76
RF04225,Clustal,RF04225_clustal.fasta,0.720044,0.157952,0.122004,0.453861,0.893761,0.865249,0.720395,0.563399,153
RF04226,Clustal,RF04226_clustal.fasta,0.847471,0.131023,0.021505,0.542173,0.000000,0.994255,0.753226,0.778096,81
RF04227,Clustal,RF04227_clustal.fasta,0.927059,0.054118,0.018824,0.827767,1.000000,1.000000,0.890476,0.864706,85
RF04228,Clustal,RF04228_clustal.fasta,0.791176,0.097059,0.111765,0.702004,0.978142,0.929784,0.823964,0.621569,170
RF04229,Clustal,RF04229_clustal.fasta,0.915541,0.084459,0.000000,0.778053,0.000000,0.954320,0.859589,0.860360,74
RF04234,Clustal,RF04234_clustal.fasta,0.696139,0.149188,0.154673,0.381982,0.928388,0.929855,0.684573,0.598078,86
